taxon_name	CON_18018_4	CON_19044_1	CON_19044_2	CON_19045_1	CON_19048_1	CON_19049_1	CON_19050_1	CON_19051_1	CON_H20_1	CON_H20_2	CON_H20_3	CON_H30_1	CON_H30_2	CON_H30_3	CON_H60_1	DCA_19014_5	DCA_19023_5	DCA_19026_5	DCA_19060_1	DCA_19060_3	DCA_19060_4	DCA_19060_5	DCA_19065_1	DCA_19065_3	DCA_19065_4	DCA_19065_5	DC_19043_1	DC_19043_3	DC_19043_4	DC_19043_5	DC_19046_1	DC_19046_3	DC_19046_4	DC_19046_5	DC_19052_1	DC_19052_4	DC_19052_5	DC_19052_6	DC_19061_1	DC_19061_3	DC_19061_4	DC_19061_5	DC_19063_1	DC_19063_3	DC_19063_4	DC_19063_5	sum	pre	
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter	0	2	5	16	12	2	17	10	0	15	0	0	0	0	2	4	13	15	32	21	0	28	3	14	11	10	4	22	7	1	0	21	22	7	25	22	12	17	11	7	4	11	15	8	8	19	475	0.17%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia	236	1	1	2	0	1	0	0	20	19	8	0	5	17	10	0	7	0	1	0	2	10	0	0	0	24	3	0	0	0	0	3	4	30	2	3	7	4	8	15	10	3	3	5	2	0	466	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	6	0	0	4	2	29	5	6	9	0	0	0	0	0	0	0	5	49	6	12	0	6	22	16	20	18	0	0	2	0	1	9	5	13	13	7	20	3	31	42	40	32	18	11	2	1	465	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0	33	30	12	10	0	1	9	5	0	0	0	7	4	28	17	16	55	9	8	0	10	1	19	6	1	8	2	33	1	26	3	7	14	4	7	5	5	3	4	13	17	5	11	6	2	457	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0	0	0	6	4	4	8	14	0	34	0	0	0	9	22	14	6	8	0	0	0	0	3	18	0	142	19	0	10	0	2	3	10	9	15	7	7	2	5	8	14	6	23	12	6	7	457	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Methyloversatilis	0	50	48	8	9	2	13	13	0	10	0	0	0	0	0	36	7	24	20	5	0	5	6	7	28	11	0	5	11	2	11	5	19	3	8	5	8	10	13	14	4	16	1	13	2	3	455	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	8	4	19	18	2	0	6	16	24	0	19	0	0	0	0	16	17	49	13	3	0	10	4	4	27	18	15	0	16	3	56	3	5	1	6	0	7	6	6	1	7	14	5	9	5	4	446	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-005	2	11	7	15	7	1	10	0	0	9	4	6	45	17	27	9	8	12	16	7	0	9	0	13	10	2	10	4	7	2	3	18	11	4	12	19	7	20	6	11	7	19	9	5	16	6	443	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	1	346	4	0	20	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	6	0	2	6	8	6	0	8	3	442	0.16%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium	0	4	1	4	2	5	67	7	21	42	17	27	21	0	10	14	7	9	51	14	0	0	0	13	3	0	6	3	3	2	0	15	3	7	5	16	0	0	0	15	15	1	4	0	0	0	434	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__norank_o__Clostridia_UCG-014; g__norank_f__norank_o__Clostridia_UCG-014	0	3	6	6	3	0	10	7	14	20	50	25	5	18	35	1	0	3	95	2	0	0	1	0	4	0	3	9	0	0	15	1	6	4	8	0	2	6	0	1	23	0	15	7	6	3	417	0.15%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0	0	13	0	2	0	8	0	0	39	41	25	52	107	48	0	4	0	3	0	0	2	0	5	5	0	0	0	2	0	0	0	1	0	6	1	0	3	1	20	15	3	0	0	2	0	408	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Ancylobacter	0	88	49	17	5	0	5	12	0	0	0	0	0	0	0	33	22	31	2	6	0	0	2	7	3	1	4	0	12	3	18	7	15	6	16	0	0	6	0	0	0	13	6	5	7	0	401	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02	0	4	5	11	8	0	17	0	0	18	23	23	4	11	19	10	5	4	0	6	0	5	3	19	19	17	8	7	5	1	4	13	15	7	2	6	6	7	20	11	13	7	5	6	14	5	393	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	12	0	26	0	0	3	24	9	109	0	0	0	0	18	0	0	8	0	15	0	0	4	1	14	4	6	4	0	4	2	0	0	14	5	6	8	0	10	5	10	41	0	23	4	0	0	389	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	6	10	9	0	0	0	14	71	0	36	0	0	0	0	0	11	0	8	4	38	4	59	32	27	0	10	0	0	15	386	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter	0	0	0	0	5	0	22	0	11	0	39	103	42	66	30	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0	3	0	17	0	20	0	0	0	385	0.14%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__norank_o__Gaiellales; g__norank_f__norank_o__Gaiellales	189	0	2	8	0	0	15	2	16	0	8	0	0	0	0	0	21	1	1	0	0	14	0	5	0	2	0	0	0	0	0	1	4	0	14	0	0	0	2	18	33	9	16	0	0	0	381	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__norank_o__0319-6G20; g__norank_f__norank_o__0319-6G20	0	4	5	3	6	1	23	11	0	13	0	0	0	0	4	16	17	8	9	10	0	14	2	15	17	16	9	12	5	0	0	11	22	6	21	19	10	8	14	10	13	4	6	2	9	5	380	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter	16	0	0	23	13	0	6	5	0	17	6	7	0	3	0	8	18	5	22	9	0	7	2	16	25	7	2	2	5	0	0	8	8	3	19	8	12	4	9	23	12	22	8	10	4	2	376	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter	10	9	46	16	1	5	13	3	0	0	0	0	0	0	0	42	16	22	0	4	0	7	1	8	14	0	6	6	27	3	50	0	6	4	10	0	2	7	10	4	2	8	0	1	5	6	374	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__unclassified_f__Sphingomonadaceae	70	41	4	0	6	7	8	5	0	25	0	0	8	0	11	4	19	16	1	0	1	0	0	10	0	4	11	0	0	0	2	5	8	9	20	6	6	4	6	20	13	2	5	4	0	3	364	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum	0	4	0	0	17	2	14	4	0	0	0	27	33	24	29	1	13	6	30	0	0	1	1	6	32	4	5	0	3	0	0	13	7	5	1	4	3	11	0	14	23	6	8	3	10	0	364	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter	341	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	7	0	0	0	0	0	1	6	0	1	0	0	0	361	0.13%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__norank_f__Vicinamibacteraceae	2	15	2	0	0	0	4	0	25	0	21	0	0	0	0	12	23	4	13	0	1	17	2	0	0	5	2	0	5	0	3	0	0	6	19	7	4	0	0	36	32	37	18	11	0	21	347	0.12%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__norank_o__Acidobacteriales; g__norank_f__norank_o__Acidobacteriales	108	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	21	0	0	0	0	5	0	8	0	2	3	0	8	0	0	0	15	0	13	2	0	2	30	57	21	11	26	0	0	0	346	0.12%
d__Bacteria; k__norank_d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0	0	0	8	5	2	8	23	0	0	0	0	0	0	0	16	11	7	5	0	0	3	4	26	15	11	0	8	57	2	0	0	0	7	6	40	1	0	7	20	3	6	21	7	1	2	332	0.12%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium	0	0	0	22	0	0	0	0	6	14	16	0	0	0	0	6	4	0	0	0	0	0	0	0	0	115	0	26	42	0	5	0	2	0	0	0	41	0	0	0	0	0	15	0	0	0	314	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0	17	2	0	7	1	25	5	21	0	0	0	0	0	0	12	4	9	36	0	0	0	0	0	9	10	0	0	12	0	0	4	19	2	9	0	0	10	9	37	7	29	14	0	1	0	311	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__unclassified_f__Micrococcaceae	23	0	0	0	0	2	0	6	5	0	0	0	0	0	0	0	28	3	4	0	10	39	0	0	2	10	0	7	22	0	3	9	3	26	13	0	1	2	10	28	2	12	8	8	9	10	305	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	11	0	0	0	0	0	225	0	0	0	0	0	5	0	1	28	0	2	10	0	0	0	301	0.11%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	131	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	295	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax	0	0	7	16	3	0	2	10	0	0	17	0	0	0	2	14	0	12	20	5	0	8	2	0	29	3	9	0	5	0	8	0	14	9	19	15	6	6	19	3	0	10	7	4	8	0	292	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__unclassified_f__Intrasporangiaceae	38	0	0	0	17	4	5	0	0	0	0	0	0	0	0	0	38	4	0	0	2	111	2	4	8	0	0	0	0	1	0	11	3	10	3	1	12	0	0	8	4	2	2	0	0	0	290	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_torques_group	0	15	0	0	0	0	0	0	0	0	0	11	6	0	37	0	0	0	2	4	0	0	0	16	39	0	19	0	0	0	0	0	6	0	5	0	0	1	0	18	0	12	15	18	30	34	288	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	113	0	0	0	2	0	8	0	0	0	0	4	0	0	0	9	22	0	0	3	0	0	0	9	3	0	4	0	8	0	0	0	7	8	12	0	5	8	0	27	8	1	5	7	0	6	279	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia	0	7	0	3	0	1	0	0	0	0	0	0	0	0	0	2	27	9	11	11	0	0	0	6	20	5	12	3	16	0	0	10	0	12	9	6	0	3	14	19	15	18	20	5	7	7	278	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	3	0	9	5	18	5	9	0	0	0	0	0	0	0	0	0	12	3	22	0	0	0	2	13	24	9	9	1	2	3	14	6	6	0	8	1	0	11	0	11	30	3	6	20	7	5	277	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter	0	0	8	0	0	0	30	5	63	0	0	0	0	0	0	0	5	0	35	0	0	1	4	0	0	0	16	0	8	0	0	0	5	1	0	12	12	0	0	14	16	4	21	6	10	0	276	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Anaeroglobus	0	2	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	61	140	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	274	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus	0	4	6	0	4	3	11	3	4	0	0	13	35	12	40	15	10	2	2	10	0	4	2	0	2	0	0	0	3	0	0	1	9	6	2	3	10	1	1	2	2	2	25	3	21	0	273	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella	0	101	6	0	0	3	8	0	9	0	19	0	0	0	8	0	3	0	2	1	2	0	0	0	0	1	38	0	0	0	0	0	1	8	19	0	0	13	0	0	7	1	2	6	6	9	273	0.1%
d__Bacteria; k__norank_d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unclassified_f__Gemmatimonadaceae	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	0	11	0	0	0	0	0	0	10	31	7	6	0	32	2	45	25	25	33	0	13	8	269	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0	0	8	8	11	0	12	10	0	11	0	0	21	0	7	12	11	3	4	6	0	2	4	6	6	1	0	15	13	19	6	9	4	15	5	5	3	2	1	18	3	4	1	0	0	0	266	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	0	0	3	0	1	0	0	7	39	13	0	0	4	0	40	0	3	0	3	0	0	2	4	3	1	4	43	0	1	1	2	0	6	1	1	3	1	1	0	4	37	4	17	12	4	0	265	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__unclassified_f__Oscillospiraceae	0	0	3	0	2	0	2	0	7	24	13	0	4	0	14	16	0	3	0	0	0	0	0	0	0	0	24	0	0	0	3	8	20	9	1	0	0	5	0	11	77	0	9	8	2	0	265	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Roseateles	0	58	0	22	17	5	8	4	0	4	0	0	0	13	29	0	0	17	6	0	0	0	0	0	0	0	0	0	32	1	0	0	21	0	0	12	5	0	0	0	0	0	0	0	0	0	254	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1	10	0	0	1	0	0	3	0	0	0	8	0	0	3	0	0	37	0	0	0	0	0	0	0	4	11	17	3	0	0	0	5	20	7	15	0	0	0	0	24	29	9	25	11	0	9	251	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__norank_o__IMCC26256; g__norank_f__norank_o__IMCC26256	38	6	7	0	4	0	3	0	0	19	0	0	0	0	11	15	24	0	0	0	2	0	0	0	25	12	5	0	0	0	0	0	7	5	17	0	0	5	2	11	9	10	8	0	4	0	249	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__norank_o__Rokubacteriales; g__norank_f__norank_o__Rokubacteriales	0	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	7	5	6	0	0	3	0	5	0	7	0	7	4	0	0	0	2	12	21	0	1	4	0	34	21	48	12	18	0	7	247	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41	84	0	0	0	0	0	0	0	22	23	3	0	4	0	0	0	4	0	0	0	0	0	0	0	3	5	0	0	0	0	0	4	0	7	0	0	5	8	0	16	17	17	6	3	7	6	244	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	0	0	0	6	9	0	6	7	0	15	0	0	0	0	0	0	0	0	15	6	0	6	0	18	18	6	0	11	0	0	0	0	7	6	6	16	0	11	10	9	11	15	2	10	17	0	243	0.09%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__norank_o__Subgroup_7; g__norank_f__norank_o__Subgroup_7	37	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	1	3	0	5	2	13	0	16	6	10	0	0	0	0	0	4	11	0	9	0	0	9	20	19	10	19	35	0	0	0	238	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__norank_f__UCG-010	0	1	4	6	6	0	6	1	1	14	1	6	10	0	37	0	0	4	10	2	0	5	0	5	5	0	0	0	2	0	0	4	3	1	2	6	15	39	2	4	7	4	4	2	3	14	236	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank_o__SBR1031; g__norank_f__norank_o__SBR1031	6	0	0	8	0	0	4	0	3	0	9	0	5	11	0	6	16	4	0	0	1	30	1	0	0	5	0	0	0	2	0	0	0	2	0	11	22	8	3	27	12	5	10	8	0	11	230	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__norank_f__Ruminococcaceae	5	0	0	0	0	0	0	1	9	12	0	4	0	0	8	0	8	4	0	0	0	0	2	2	2	4	16	0	1	4	0	9	2	0	0	0	0	0	6	6	16	3	33	34	22	17	230	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis	0	23	19	6	1	1	0	5	0	0	11	0	0	0	0	9	4	27	6	0	0	2	1	4	17	0	5	0	3	1	10	2	3	3	11	6	3	2	16	7	2	3	2	9	2	3	229	0.08%
d__Bacteria; k__norank_d__Bacteria; p__WPS-2; c__norank_p__WPS-2; o__norank_c__norank_p__WPS-2; f__norank_o__norank_c__norank_p__WPS-2; g__norank_f__norank_o__norank_c__norank_p__WPS-2	8	4	0	0	7	0	1	0	0	25	6	16	5	10	38	5	7	0	0	0	0	5	1	11	13	4	0	1	3	0	0	7	4	0	9	0	1	4	10	7	6	1	0	5	2	0	226	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter	0	0	0	0	6	0	10	2	2	0	4	0	0	0	0	0	8	5	2	2	1	1	0	2	13	20	3	4	6	0	2	2	6	20	5	5	2	0	16	20	2	8	25	11	7	2	224	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0	1	5	0	7	1	7	0	0	0	11	0	0	0	0	18	1	3	1	0	0	1	3	26	24	37	0	2	0	0	0	0	12	5	5	2	10	3	0	11	0	0	11	7	0	0	214	0.08%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia	0	2	0	0	0	9	17	0	10	0	0	0	0	0	0	7	4	0	19	0	0	0	0	0	0	0	0	0	0	0	6	1	11	12	4	0	0	2	1	0	26	3	12	0	49	17	212	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group	0	1	7	1	0	0	6	0	8	17	0	1	0	0	33	2	2	0	12	4	2	0	2	1	2	0	8	0	4	0	0	3	7	3	15	0	0	12	1	12	11	4	30	0	0	0	211	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	41	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	26	0	0	0	0	0	0	21	0	3	0	0	0	0	0	0	0	0	21	0	0	0	0	28	16	14	23	5	1	5	211	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_gnavus_group	0	19	0	0	0	0	0	1	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	12	36	33	24	0	0	0	0	0	0	0	0	15	0	0	0	0	20	29	0	0	210	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter	45	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	21	4	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	2	0	38	6	3	31	0	0	0	209	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0	0	0	0	0	1	20	3	0	0	0	0	0	8	13	0	19	7	15	0	0	13	1	4	0	0	2	9	0	0	0	5	0	4	22	0	0	2	0	26	13	11	1	0	4	0	203	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__norank_c__MB-A2-108; f__norank_o__norank_c__MB-A2-108; g__norank_f__norank_o__norank_c__MB-A2-108	28	0	0	0	0	0	9	3	0	0	0	0	0	0	0	2	9	6	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	26	11	19	9	0	4	10	196	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__norank_f__SC-I-84	3	0	0	0	3	0	0	0	9	0	0	0	0	0	0	3	0	0	0	12	0	1	0	19	3	0	0	0	0	0	0	0	0	9	6	0	0	16	10	36	25	16	12	5	1	7	196	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__norank_f__Xanthobacteraceae	84	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	18	0	7	3	0	9	0	0	5	4	3	5	0	0	0	0	1	0	0	6	0	0	0	23	2	8	0	12	0	0	195	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Eubacterium_coprostanoligenes_group; g__norank_f__Eubacterium_coprostanoligenes_group	0	2	4	11	6	0	20	9	7	0	6	0	0	7	7	4	0	0	42	0	0	0	1	0	2	3	1	2	4	1	2	10	0	1	5	8	2	1	0	3	3	6	12	0	0	0	192	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella	0	1	0	0	0	0	2	0	14	0	0	8	0	0	0	3	6	9	15	20	15	35	0	0	0	0	1	0	0	1	0	0	6	0	3	2	1	0	11	12	4	0	21	0	0	1	191	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__unclassified_c__Actinobacteria; f__unclassified_c__Actinobacteria; g__unclassified_c__Actinobacteria	29	2	0	0	37	25	0	5	0	0	0	0	0	0	0	0	17	0	0	0	0	14	0	0	3	0	0	0	10	0	0	0	2	1	0	0	0	0	16	2	13	4	5	2	0	0	187	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank_f__A4b	4	0	0	0	0	1	6	0	0	0	24	0	0	4	0	8	15	0	1	0	0	10	4	0	0	17	9	0	0	0	0	3	3	0	21	0	0	0	0	15	23	9	4	0	0	4	185	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria	0	3	10	0	8	0	3	0	0	0	0	0	0	0	0	0	4	15	8	0	1	5	0	4	0	0	0	0	1	0	6	0	6	12	13	2	0	0	0	14	20	4	27	9	0	9	184	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group	9	0	11	10	14	1	1	4	9	0	0	0	0	0	4	0	0	3	1	0	1	7	0	6	5	3	12	0	11	1	0	4	16	5	8	3	4	7	2	2	13	0	2	0	3	0	182	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46	60	60	182	0.06%
