taxon_name	DCA_18019_1	DCA_18019_6	DCA_18021_1	DCA_18021_10	DCA_18021_12	DCA_18021_2	DCA_18024_2	DCA_18024_6	DCA_19001_2	DCA_19001_6	DCA_19026_2	DC_18011_3	DC_18011_7	DC_18012_13	DC_18012_15	DC_18012_5	DC_18012_6	DC_18020_1	DC_18020_5	DC_18022_14	DC_18022_16	DC_18022_3	DC_18022_4	DC_18026_2	DC_18026_6	DC_18029_2	DC_18029_7	DC_19030_2	sum	pre	
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__norank_f__F082	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	74	0	0	0	127	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0	0	90	0	0	0	0	126	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Gemmatimonadota; c__S0134_terrestrial_group; o__norank_c__S0134_terrestrial_group; f__norank_o__norank_c__S0134_terrestrial_group; g__norank_f__norank_o__norank_c__S0134_terrestrial_group	0	24	2	0	54	0	18	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0	0	0	0	0	125	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__unclassified_f__Sphingomonadaceae	3	0	0	16	4	0	0	0	0	0	9	0	0	11	0	0	27	0	26	0	5	7	0	0	0	0	0	11	119	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter	0	12	0	0	2	23	0	0	0	8	4	0	0	0	0	0	0	11	0	0	0	0	0	0	18	0	2	39	119	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	3	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	102	119	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__norank_o__Peptostreptococcales-Tissierellales; g__W5053	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	76	0	0	0	0	115	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__norank_o__Peptostreptococcales-Tissierellales; g__Anaerococcus	16	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	54	0	9	0	24	0	0	108	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0	3	10	45	0	0	0	0	0	0	0	0	11	0	0	0	16	0	0	9	11	0	0	0	0	0	0	0	105	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	5	46	0	0	0	0	0	0	35	17	0	0	0	0	0	103	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus	0	1	0	0	0	0	0	0	0	0	0	0	0	30	12	0	20	0	0	14	21	0	5	0	0	0	0	0	103	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia	31	0	6	0	0	0	0	0	0	0	2	0	12	13	11	0	0	0	0	13	0	0	6	0	0	0	7	2	103	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum	0	0	0	0	1	0	0	0	0	0	0	71	0	0	9	0	0	0	0	0	0	0	21	0	0	0	0	0	102	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__unclassified_f__Xanthobacteraceae	0	0	0	0	0	3	3	0	0	0	0	0	34	28	9	0	0	0	5	0	0	0	20	0	0	0	0	0	102	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Fermentimonas	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	4	0	0	11	0	0	0	0	100	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001	17	0	5	0	0	0	0	0	0	0	11	0	2	0	0	0	0	13	3	0	0	0	0	0	5	0	0	43	99	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__norank_o__Actinomarinales; g__norank_f__norank_o__Actinomarinales	0	26	0	0	13	3	4	0	0	0	0	0	0	0	0	0	0	15	37	0	0	0	0	0	0	0	0	0	98	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	0	4	0	3	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	85	98	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Aneurinibacillales; f__Aneurinibacillaceae; g__Aneurinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	98	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	73	97	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__unclassified_f__Bacillaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	46	0	0	0	97	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__unclassified_f__Anaerovoracaceae	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	13	0	0	0	34	90	0.05%
d__Bacteria; k__norank_d__Bacteria; p__unclassified_k__norank_d__Bacteria; c__unclassified_k__norank_d__Bacteria; o__unclassified_k__norank_d__Bacteria; f__unclassified_k__norank_d__Bacteria; g__unclassified_k__norank_d__Bacteria	5	0	7	8	0	0	0	0	0	0	0	31	0	2	1	11	9	0	0	0	0	0	11	1	0	0	0	4	90	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__norank_f__UCG-010	0	0	1	0	0	14	7	0	0	0	0	0	0	0	0	0	0	29	12	16	0	0	0	11	0	0	0	0	90	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia	0	12	0	4	0	3	0	0	0	0	0	0	0	33	2	0	0	0	12	0	0	0	0	0	0	0	0	23	89	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__norank_f__Caulobacteraceae	12	0	0	0	3	0	0	0	0	0	9	0	12	20	0	0	0	0	0	3	15	5	3	5	0	0	0	2	89	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__WCHB1-41; f__norank_o__WCHB1-41; g__norank_f__norank_o__WCHB1-41	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	5	0	0	0	0	0	0	0	10	0	88	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__norank_f__Oscillospiraceae	0	0	0	0	0	18	2	0	0	0	5	0	0	0	0	0	0	12	0	0	1	0	3	0	0	0	0	46	87	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas	0	0	2	35	2	10	13	0	0	0	0	0	13	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	87	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	82	0	0	0	0	0	0	0	0	0	86	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Flectobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	15	20	0	0	0	0	8	4	0	0	0	0	0	86	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	3	0	1	62	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dubosiella	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	83	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia	0	0	0	57	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	4	8	0	0	0	0	0	81	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0	0	9	0	0	0	0	0	0	0	8	11	14	0	0	0	0	0	11	0	8	4	0	7	0	0	0	9	81	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__norank_o__Peptostreptococcales-Tissierellales; g__Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	51	8	0	75	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__unclassified_f__Clostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	75	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	16	31	0	0	0	0	0	0	12	12	0	0	0	0	0	71	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__norank_f__Gemmatimonadaceae	0	2	0	0	0	0	0	0	0	0	0	0	8	27	0	0	21	0	0	0	4	0	6	0	0	0	0	2	70	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0	6	0	3	0	0	0	0	0	0	2	3	33	0	9	0	0	0	0	5	0	9	0	0	0	0	0	0	70	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0	0	19	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	32	0	0	0	0	0	0	0	0	0	69	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__unclassified_f__Ruminococcaceae	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	45	65	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_ruminantium_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	5	0	0	0	25	12	0	0	64	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	29	64	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Nitriliruptorales; f__Nitriliruptoraceae; g__unclassified_f__Nitriliruptoraceae	0	0	19	0	0	0	0	0	3	0	0	0	10	0	0	0	0	7	0	14	4	0	0	0	0	7	0	0	64	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter	17	0	0	0	0	0	0	0	0	0	7	0	6	0	0	28	0	0	4	0	0	0	0	0	0	0	0	1	63	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Chryseolinea	23	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	21	0	0	0	0	0	0	0	0	0	62	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	5	8	0	0	0	0	61	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	61	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__norank_f__Eggerthellaceae	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	6	0	0	0	61	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aequorivita	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	7	10	5	0	0	0	0	59	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus	0	0	13	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	11	0	0	0	0	0	0	0	0	0	58	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	58	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0	0	27	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella	4	0	5	10	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	55	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__norank_c__Clostridia; f__Hungateiclostridiaceae; g__Ruminiclostridium	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	55	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium	8	5	0	17	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	54	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura	0	12	5	0	24	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	54	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter	0	0	0	0	2	0	0	0	0	0	9	7	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	20	54	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__dgA-11_gut_group	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	9	0	0	0	10	0	0	0	54	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio	11	0	0	0	7	0	0	0	0	0	2	0	17	0	7	0	0	0	6	0	0	0	2	0	0	0	0	0	52	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus	0	4	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	51	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	2	31	0	0	0	0	0	0	0	0	0	49	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0	2	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	34	6	0	0	0	0	0	0	0	0	49	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pusillimonas	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	30	0	0	0	48	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Moheibacter	0	0	0	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	9	0	0	0	0	48	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sandaracinobacter	0	0	0	40	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	45	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_xylanophilum_group	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	45	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__norank_f__Desulfovibrionaceae	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	45	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	29	3	0	0	0	0	0	0	0	0	45	0.03%
d__Bacteria; k__norank_d__Bacteria; p__WPS-2; c__norank_p__WPS-2; o__norank_c__norank_p__WPS-2; f__norank_o__norank_c__norank_p__WPS-2; g__norank_f__norank_o__norank_c__norank_p__WPS-2	0	0	0	0	3	13	0	0	0	0	5	0	5	0	5	0	0	0	0	0	0	4	3	0	6	0	0	0	44	0.03%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank_f__A4b	0	0	0	8	18	0	0	0	0	0	0	0	3	0	0	0	0	5	5	0	0	0	4	0	0	0	0	0	43	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	40	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	40	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	38	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	38	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia	0	0	0	0	0	0	5	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	38	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillospira	0	11	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis	3	0	13	4	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	37	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azospira	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	10	5	0	0	0	0	0	37	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__UCG-009	2	0	0	3	4	0	9	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	4	37	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__unclassified_f__Christensenellaceae	4	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	35	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0	2	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	35	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter	16	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	35	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__unclassified_c__Clostridia; f__unclassified_c__Clostridia; g__unclassified_c__Clostridia	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	6	35	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Empedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	5	0	11	0	0	0	0	0	0	33	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	32	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Eubacterium_nodatum_group	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	17	32	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	15	0	0	0	0	31	0.02%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__norank_f__Hydrogenophilaceae	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0.02%
